Valor funcion objetivo = 9198218
Cantidad de Iteraciones = 121
Tiempo de ejecucion (segundos) = 0.18951010704040527

0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      853    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      8243   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 9096
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      4284   0      0      0      157    0      279    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 4720
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2046   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 2046
0      0      0      2040   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2501   4934   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 9475
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3088   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 3088
0      0      0      0      0      0      0      0      0      3326   0      0      0      0      0      0      0      0      1587   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3292   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 8205
0      0      0      0      0      2719   0      0      0      0      0      0      0      0      0      0      0      0      0      119    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2062   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 4900
0      0      0      0      0      0      0      770    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      8227   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 8997
0      0      0      0      0      0      0      0      0      0      0      0      1366   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2729   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 4095
0      0      0      0      0      0      0      0      0      0      0      0      0      0      1130   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1227   0      0      0      0      0      0      0      0      0      0      939    0      0      0      0      0      | 3296
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2159   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 2159
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      918    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      260    0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 1178
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1264   0      0      0      0      3064   0      0      0      0      0      0      0      0      0      0      0      | 4328
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      611    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3319   0      0      661    0      0      0      0      0      0      0      0      3116   0      23     0      0      | 7730
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2513   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1146   0      0      0      0      0      0      0      0      | 3659
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3742   0      0      0      0      0      0      0      0      0      0      0      0      1087   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 4829
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      355    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 355
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      211    0      0      0      0      0      0      0      0      0      0      0      0      0      0      2798   0      0      0      0      0      0      0      0      1451   0      0      0      0      0      0      0      | 4460
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1322   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      853    0      1254   0      0      0      4889   0      0      0      0      0      0      0      0      0      0      0      0      | 8318
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3608   0      0      0      0      0      0      0      366    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 3974
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1372   0      0      0      | 1372
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2536   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1306   | 3842
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6359   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 6359
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      100    0      0      0      1023   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3573   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 4696
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2220   0      0      0      0      728    0      0      0      0      0      4067   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 7015
0      0      0      0      0      0      4375   0      0      0      0      0      0      0      0      0      0      0      0      0      0      2803   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2200   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 9378
0      0      0      0      0      0      0      0      0      0      522    0      0      0      0      0      0      3617   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 4139
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      8444   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 8444
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      415    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 415
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      9571   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 9571
0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      8833   0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      | 8833
